# weapon-combos.txt
#
# Vagrant Story weapon combination tables
#
# Lines beginning with "--" identify item types
#
# It is possible for a different combination to result from swapped items.
# For example usually A + B = C but sometimes B + A = D
#
# Taken from Combination Guide
# Author:  Jay Tilton
# Email:  tiltonj@erols.com
# Copyright Jay Tilton, 2000

--Dagger + Dagger
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Battle Knife      | Battle Knife      |
Schiavona         |Guisarme          | Katana            |
Schiavona         |Large Crescent    | Norse Sword       |
Schiavona         |Sabre Halberd     | Footman's Mace 2H |
Schiavona         |Balbriggan        | Corcesca          |
Schiavona         |Double Blade      | Balbriggan        |
Schiavona         |Halberd           | Balbriggan        |
Bastard Sword     |Guisarme          | Executioner       |
Bastard Sword     |Large Crescent    | Katana            |
Bastard Sword     |Sabre Halberd     | Katana            |
Bastard Sword     |Balbriggan        | Shamanic Staff    |
Bastard Sword     |Double Blade      | Balbriggan        |
Bastard Sword     |Halberd           | Balbriggan        |
Nodachi           |Guisarme          | Claymore          |
Nodachi           |Large Crescent    | Executioner       |
Nodachi           |Sabre Halberd     | Katana            |
Nodachi           |Balbriggan        | Gloomwing         |
Nodachi           |Double Blade      | Trident           |
Nodachi           |Halberd           | Double Blade      |
Rune Blade        |Guisarme          | Schiavona         |
Rune Blade        |Large Crescent    | Claymore          |
Rune Blade        |Sabre Halberd     | Executioner       |
Rune Blade        |Balbriggan        | Executioner       |
Rune Blade        |Double Blade      | Bishop's Crosier  |
Rune Blade        |Halberd           | Double Blade      |
Holy Win          |Guisarme          | Guisarme          |
Holy Win          |Large Crescent    | Large Crescent    |
Holy Win          |Sabre Halberd     | Sabre Halberd     |
Holy Win          |Balbriggan        | Balbriggan        |
Holy Win          |Double Blade      | Double Blade      |
Holy Win          |Halberd           | Halberd           |

--Great Sword + Staff
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Broad Sword       |Wizard Staff      | Langdebeve        |
Broad Sword       |Clergy Rod        | Wizard Staff      |
Broad Sword       |Summoner Baton    | Clergy Rod        |
Broad Sword       |Shamanic Staff    | Summoner Baton    |
Broad Sword       |Bishop's Crosier  | Shamanic Staff    |
Broad Sword       |Sage's Cane       | Bishop's Crosier  |
Norse Sword       |Wizard Staff      | Glaive            |
Norse Sword       |Clergy Rod        | Gastraph Bow      |
Norse Sword       |Summoner Baton    | Clergy Rod        |
Norse Sword       |Shamanic Staff    | Claymore          | Summoner Baton
Norse Sword       |Bishop's Crosier  | Shamanic Staff    |
Norse Sword       |Sage's Cane       | Bishop's Crosier  |
Katana            |Wizard Staff      | Broad Sword       |
Katana            |Clergy Rod        | Sabre Mace        |
Katana            |Summoner Baton    | Clergy Rod        |
Katana            |Shamanic Staff    | Clergy Rod        |
Katana            |Bishop's Crosier  | Summoner Baton    |
Katana            |Sage's Cane       | Shamanic Staff    |
Executioner       |Wizard Staff      | Broad Sword       |
Executioner       |Clergy Rod        | Scorpion          |
Executioner       |Summoner Baton    | Light Crossbow    |
Executioner       |Shamanic Staff    | Summoner Baton    |
Executioner       |Bishop's Crosier  | Summoner Baton    |
Executioner       |Sage's Cane       | Shamanic Staff    |
Claymore          |Wizard Staff      | Norse Sword       |
Claymore          |Clergy Rod        | Norse Sword       |
Claymore          |Summoner Baton    | Footman's Mace 2H |
Claymore          |Shamanic Staff    | Summoner Baton    |
Claymore          |Bishop's Crosier  | Summoner Baton    |
Claymore          |Sage's Cane       | Summoner Baton    |
Schiavona         |Wizard Staff      | Katana            |
Schiavona         |Clergy Rod        | Norse Sword       |
Schiavona         |Summoner Baton    | Corcesca          |
Schiavona         |Shamanic Staff    | Target Bow        |
Schiavona         |Bishop's Crosier  | Shamanic Staff    |
Schiavona         |Sage's Cane       | Shamanic Staff    |
Bastard Sword     |Wizard Staff      | Executioner       |
Bastard Sword     |Clergy Rod        | Katana            |
Bastard Sword     |Summoner Baton    | Katana            |
Bastard Sword     |Shamanic Staff    | Gloomwing         |
Bastard Sword     |Bishop's Crosier  | Shamanic Staff    |
Bastard Sword     |Sage's Cane       | Shamanic Staff    |
Nodachi           |Wizard Staff      | Claymore          |
Nodachi           |Clergy Rod        | Executioner       |
Nodachi           |Summoner Baton    | Katana            |
Nodachi           |Shamanic Staff    | Trident           |
Nodachi           |Bishop's Crosier  | Windlass          |
Nodachi           |Sage's Cane       | Bishop's Crosier  |
Rune Blade        |Wizard Staff      | Schiavona         |
Rune Blade        |Clergy Rod        | Claymore          |
Rune Blade        |Summoner Baton    | Executioner       |
Rune Blade        |Shamanic Staff    | Executioner       |
Rune Blade        |Bishop's Crosier  | Mjolnir           |
Rune Blade        |Sage's Cane       | Bishop's Crosier  |
Holy Win          |Wizard Staff      | Wizard Staff      |
Holy Win          |Clergy Rod        | Clergy Rod        |
Holy Win          |Summoner Baton    | Summoner Baton    |
Holy Win          |Shamanic Staff    | Shamanic Staff    |
Holy Win          |Bishop's Crosier  | Bishop's Crosier  |
Holy Win          |Sage's Cane       | Sage's Cane       |

--Great Sword + Heavy Mace
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Broad Sword       |Langdebeve        | Battle Knife      |
Broad Sword       |Sabre Mace        | Sabre Mace        |
Broad Sword       |Footman's Mace 2H | Sabre Mace        |
Broad Sword       |Gloomwing         | Sabre Mace        |
Broad Sword       |Mjolnir           | Footman's Mace 2H |
Broad Sword       |Griever           | Gloomwing         |
Broad Sword       |Destroyer         | Mjolnir           |
Broad Sword       |Hand of Light     | Broad Sword       |
Norse Sword       |Langdebeve        | Glaive            |
Norse Sword       |Sabre Mace        | Scramasax         |
Norse Sword       |Footman's Mace 2H | Sabre Mace        |
Norse Sword       |Gloomwing         | Sabre Mace        |
Norse Sword       |Mjolnir           | Sabre Mace        |
Norse Sword       |Griever           | Footman's Mace 2H |
Norse Sword       |Destroyer         | Gloomwing         |
Norse Sword       |Hand of Light     | Norse Sword       |
Katana            |Langdebeve        | Gastraph Bow      |
Katana            |Sabre Mace        | Scorpion          |
Katana            |Footman's Mace 2H | Dirk              |
Katana            |Gloomwing         | Footman's Mace 2H |
Katana            |Mjolnir           | Footman's Mace 2H |
Katana            |Griever           | Footman's Mace 2H |
Katana            |Destroyer         | Gloomwing         |
Katana            |Hand of Light     | Katana            |
Executioner       |Langdebeve        | Broad Sword       |
Executioner       |Sabre Mace        | Light Crossbow    |
Executioner       |Footman's Mace 2H | Corcesca          |
Executioner       |Gloomwing         | Throwing Knife    |
Executioner       |Mjolnir           | Gloomwing         |
Executioner       |Griever           | Gloomwing         |
Executioner       |Destroyer         | Gloomwing         |
Executioner       |Hand of Light     | Executioner       |
Claymore          |Langdebeve        | Norse Sword       |
Claymore          |Sabre Mace        | Norse Sword       |
Claymore          |Footman's Mace 2H | Target Bow        |
Claymore          |Gloomwing         | Trident           |
Claymore          |Mjolnir           | Kudi              |
Claymore          |Griever           | Mjolnir           |
Claymore          |Destroyer         | Mjolnir           |
Claymore          |Hand of Light     | Claymore          |
Schiavona         |Langdebeve        | Katana            |
Schiavona         |Sabre Mace        | Norse Sword       |
Schiavona         |Footman's Mace 2H | Katana            |
Schiavona         |Gloomwing         | Windlass          |
Schiavona         |Mjolnir           | Awl Pike          |
Schiavona         |Griever           | Cinquedea         |
Schiavona         |Destroyer         | Griever           |
Schiavona         |Hand of Light     | Schiavona         |
Bastard Sword     |Langdebeve        | Executioner       |
Bastard Sword     |Sabre Mace        | Katana            |
Bastard Sword     |Footman's Mace 2H | Katana            |
Bastard Sword     |Gloomwing         | Executioner       |
Bastard Sword     |Mjolnir           | Cranequin         |
Bastard Sword     |Griever           | Boar Spear        |
Bastard Sword     |Destroyer         | Kris              |
Bastard Sword     |Hand of Light     | Bastard Sword     |
Nodachi           |Langdebeve        | Claymore          |
Nodachi           |Sabre Mace        | Executioner       |
Nodachi           |Footman's Mace 2H | Katana            |
Nodachi           |Gloomwing         | Executioner       |
Nodachi           |Mjolnir           | Claymore          |
Nodachi           |Griever           | Lug Crossbow      |
Nodachi           |Destroyer         | Fauchard          |
Nodachi           |Hand of Light     | Nodachi           |
Rune Blade        |Langdebeve        | Schiavona         |
Rune Blade        |Sabre Mace        | Claymore          |
Rune Blade        |Footman's Mace 2H | Executioner       |
Rune Blade        |Gloomwing         | Executioner       |
Rune Blade        |Mjolnir           | Claymore          |
Rune Blade        |Griever           | Schiavona         |
Rune Blade        |Destroyer         | Siege Bow         |
Rune Blade        |Hand of Light     | Rune Blade        |
Holy Win          |Langdebeve        | Langdebeve        |
Holy Win          |Sabre Mace        | Sabre Mace        |
Holy Win          |Footman's Mace 2H | Footman's Mace 2H |
Holy Win          |Gloomwing         | Gloomwing         |
Holy Win          |Mjolnir           | Mjolnir           |
Holy Win          |Griever           | Griever           |
Holy Win          |Destroyer         | Destroyer         |
Holy Win          |Hand of Light     | Hand of Light     |

--Great Sword + Polearm
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Broad Sword       |Spear             | Broad Sword       |
Broad Sword       |Glaive            | Battle Knife      |
Broad Sword       |Scorpion          | Spear             |
Broad Sword       |Corcesca          | Spear             |
Broad Sword       |Trident           | Glaive            |
Broad Sword       |Awl Pike          | Scorpion          |
Broad Sword       |Boar Spear        | Corcesca          |
Broad Sword       |Fauchard          | Trident           |
Broad Sword       |Voulge            | Awl Pike          |
Broad Sword       |Pole Axe          | Boar Spear        |
Broad Sword       |Bardysh           | Fauchard          |
Broad Sword       |Brandestoc        | Voulge            |
Norse Sword       |Spear             | Broad Sword       |
Norse Sword       |Glaive            | Spatha            |
Norse Sword       |Scorpion          | Scramasax         |
Norse Sword       |Corcesca          | Glaive            |
Norse Sword       |Trident           | Glaive            |
Norse Sword       |Awl Pike          | Glaive            |
Norse Sword       |Boar Spear        | Scorpion          |
Norse Sword       |Fauchard          | Corcesca          |
Norse Sword       |Voulge            | Trident           |
Norse Sword       |Pole Axe          | Awl Pike          |
Norse Sword       |Bardysh           | Boar Spear        |
Norse Sword       |Brandestoc        | Fauchard          |
Katana            |Spear             | Broad Sword       |
Katana            |Glaive            | Norse Sword       |
Katana            |Scorpion          | Scimitar          |
Katana            |Corcesca          | Dirk              |
Katana            |Trident           | Hand Axe          |
Katana            |Awl Pike          | Scorpion          |
Katana            |Boar Spear        | Scorpion          |
Katana            |Fauchard          | Scorpion          |
Katana            |Voulge            | Corcesca          |
Katana            |Pole Axe          | Trident           |
Katana            |Bardysh           | Awl Pike          |
Katana            |Brandestoc        | Boar Spear        |
Executioner       |Spear             | Broad Sword       |
Executioner       |Glaive            | Norse Sword       |
Executioner       |Scorpion          | Katana            |
Executioner       |Corcesca          | Rapier            |
Executioner       |Trident           | Throwing Knife    |
Executioner       |Awl Pike          | Battle Axe        |
Executioner       |Boar Spear        | Corcesca          |
Executioner       |Fauchard          | Corcesca          |
Executioner       |Voulge            | Corcesca          |
Executioner       |Pole Axe          | Corcesca          |
Executioner       |Bardysh           | Trident           |
Executioner       |Brandestoc        | Awl Pike          |
Claymore          |Spear             | Norse Sword       |
Claymore          |Glaive            | Norse Sword       |
Claymore          |Scorpion          | Katana            |
Claymore          |Corcesca          | Executioner       |
Claymore          |Trident           | Short Sword       |
Claymore          |Awl Pike          | Kudi              |
Claymore          |Boar Spear        | Francisca         |
Claymore          |Fauchard          | Trident           |
Claymore          |Voulge            | Trident           |
Claymore          |Pole Axe          | Trident           |
Claymore          |Bardysh           | Trident           |
Claymore          |Brandestoc        | Trident           |
Schiavona         |Spear             | Katana            |
Schiavona         |Glaive            | Norse Sword       |
Schiavona         |Scorpion          | Katana            |
Schiavona         |Corcesca          | Executioner       |
Schiavona         |Trident           | Claymore          |
Schiavona         |Awl Pike          | Firangi           |
Schiavona         |Boar Spear        | Cinquedea         |
Schiavona         |Fauchard          | Tabarzin          |
Schiavona         |Voulge            | Awl Pike          |
Schiavona         |Pole Axe          | Awl Pike          |
Schiavona         |Bardysh           | Awl Pike          |
Schiavona         |Brandestoc        | Awl Pike          |
Bastard Sword     |Spear             | Executioner       |
Bastard Sword     |Glaive            | Katana            |
Bastard Sword     |Scorpion          | Katana            |
Bastard Sword     |Corcesca          | Executioner       |
Bastard Sword     |Trident           | Claymore          |
Bastard Sword     |Awl Pike          | Schiavona         |
Bastard Sword     |Boar Spear        | Shamshir          |
Bastard Sword     |Fauchard          | Kris              |
Bastard Sword     |Voulge            | Chamkaq           |
Bastard Sword     |Pole Axe          | Boar Spear        |
Bastard Sword     |Bardysh           | Boar Spear        |
Bastard Sword     |Brandestoc        | Boar Spear        |
Nodachi           |Spear             | Claymore          |
Nodachi           |Glaive            | Executioner       |
Nodachi           |Scorpion          | Katana            |
Nodachi           |Corcesca          | Executioner       |
Nodachi           |Trident           | Claymore          |
Nodachi           |Awl Pike          | Schiavona         |
Nodachi           |Boar Spear        | Bastard Sword     |
Nodachi           |Fauchard          | Falchion          |
Nodachi           |Voulge            | Hatchet           |
Nodachi           |Pole Axe          | Tabar             |
Nodachi           |Bardysh           | Fauchard          |
Nodachi           |Brandestoc        | Fauchard          |
Rune Blade        |Spear             | Schiavona         |
Rune Blade        |Glaive            | Claymore          |
Rune Blade        |Scorpion          | Executioner       |
Rune Blade        |Corcesca          | Executioner       |
Rune Blade        |Trident           | Claymore          |
Rune Blade        |Awl Pike          | Schiavona         |
Rune Blade        |Boar Spear        | Bastard Sword     |
Rune Blade        |Fauchard          | Nodachi           |
Rune Blade        |Voulge            | Shotel            |
Rune Blade        |Pole Axe          | Khukuri           |
Rune Blade        |Bardysh           | Bullova           |
Rune Blade        |Brandestoc        | Voulge            |
Holy Win          |Spear             | Spear             |
Holy Win          |Glaive            | Glaive            |
Holy Win          |Scorpion          | Scorpion          |
Holy Win          |Corcesca          | Corcesca          |
Holy Win          |Trident           | Trident           |
Holy Win          |Awl Pike          | Awl Pike          |
Holy Win          |Boar Spear        | Boar Spear        |
Holy Win          |Fauchard          | Fauchard          |
Holy Win          |Voulge            | Voulge            |
Holy Win          |Pole Axe          | Pole Axe          |
Holy Win          |Bardysh           | Bardysh           |
Holy Win          |Brandestoc        | Brandestoc        |

--Great Sword + Crossbow
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Broad Sword       |Gastraph Bow      | Battle Knife      |
Broad Sword       |Light Crossbow    | Goblin Club       |
Broad Sword       |Target Bow        | Gastraph Bow      |
Broad Sword       |Windlass          | Gastraph Bow      |
Broad Sword       |Cranequin         | Light Crossbow    |
Broad Sword       |Lug Crossbow      | Target Bow        |
Broad Sword       |Siege Bow         | Windlass          |
Broad Sword       |Arbalest          | Cranequin         |
Norse Sword       |Gastraph Bow      | Broad Sword       |
Norse Sword       |Light Crossbow    | Scramasax         |
Norse Sword       |Target Bow        | Spiked Club       |
Norse Sword       |Windlass          | Light Crossbow    |
Norse Sword       |Cranequin         | Light Crossbow    |
Norse Sword       |Lug Crossbow      | Light Crossbow    |
Norse Sword       |Siege Bow         | Target Bow        |
Norse Sword       |Arbalest          | Windlass          |
Katana            |Gastraph Bow      | Broad Sword       |
Katana            |Light Crossbow    | Hand Axe          |
Katana            |Target Bow        | Dirk              |
Katana            |Windlass          | Ball Mace         |
Katana            |Cranequin         | Target Bow        |
Katana            |Lug Crossbow      | Target Bow        |
Katana            |Siege Bow         | Target Bow        |
Katana            |Arbalest          | Target Bow        |
Executioner       |Gastraph Bow      | Broad Sword       |
Executioner       |Light Crossbow    | Norse Sword       |
Executioner       |Target Bow        | Battle Axe        |
Executioner       |Windlass          | Throwing Knife    |
Executioner       |Cranequin         | Footman's Mace 1H |
Executioner       |Lug Crossbow      | Windlass          |
Executioner       |Siege Bow         | Windlass          |
Executioner       |Arbalest          | Windlass          |
Claymore          |Gastraph Bow      | Norse Sword       |
Claymore          |Light Crossbow    | Norse Sword       |
Claymore          |Target Bow        | Katana            |
Claymore          |Windlass          | Francisca         |
Claymore          |Cranequin         | Kudi              |
Claymore          |Lug Crossbow      | Morning Star      |
Claymore          |Siege Bow         | Cranequin         |
Claymore          |Arbalest          | Cranequin         |
Schiavona         |Gastraph Bow      | Katana            |
Schiavona         |Light Crossbow    | Norse Sword       |
Schiavona         |Target Bow        | Katana            |
Schiavona         |Windlass          | Executioner       |
Schiavona         |Cranequin         | Tabarzin          |
Schiavona         |Lug Crossbow      | Cinquedea         |
Schiavona         |Siege Bow         | War Hammer        |
Schiavona         |Arbalest          | Lug Crossbow      |
Bastard Sword     |Gastraph Bow      | Executioner       |
Bastard Sword     |Light Crossbow    | Katana            |
Bastard Sword     |Target Bow        | Katana            |
Bastard Sword     |Windlass          | Executioner       |
Bastard Sword     |Cranequin         | Chamkaq           |
Bastard Sword     |Lug Crossbow      | Chamkaq           |
Bastard Sword     |Siege Bow         | Kris              |
Bastard Sword     |Arbalest          | Bec de Corbin     |
Nodachi           |Gastraph Bow      | Claymore          |
Nodachi           |Light Crossbow    | Executioner       |
Nodachi           |Target Bow        | Katana            |
Nodachi           |Windlass          | Executioner       |
Nodachi           |Cranequin         | Claymore          |
Nodachi           |Lug Crossbow      | Schiavona         |
Nodachi           |Siege Bow         | Tabar             |
Nodachi           |Arbalest          | Hatchet           |
Rune Blade        |Gastraph Bow      | Schiavona         |
Rune Blade        |Light Crossbow    | Claymore          |
Rune Blade        |Target Bow        | Executioner       |
Rune Blade        |Windlass          | Executioner       |
Rune Blade        |Cranequin         | Claymore          |
Rune Blade        |Lug Crossbow      | Schiavona         |
Rune Blade        |Siege Bow         | Bastard Sword     |
Rune Blade        |Arbalest          | Bullova           |
Holy Win          |Gastraph Bow      | Gastraph Bow      |
Holy Win          |Light Crossbow    | Light Crossbow    |
Holy Win          |Target Bow        | Target Bow        |
Holy Win          |Windlass          | Windlass          |
Holy Win          |Cranequin         | Cranequin         |
Holy Win          |Lug Crossbow      | Lug Crossbow      |
Holy Win          |Siege Bow         | Siege Bow         |
Holy Win          |Arbalest          | Arbalest          |

--Axe + Axe
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Hand Axe          | Hand Axe          |
Hand Axe          |Battle Axe        | Hand Axe          |
Hand Axe          |Francisca         | Francisca         |
Hand Axe          |Tabarzin          | Hand Axe          |
Hand Axe          |Chamkaq           | Battle Axe        |
Hand Axe          |Tabar             | Francisca         |
Hand Axe          |Bullova           | Tabarzin          |
Hand Axe          |Crescent          | Chamkaq           |
Battle Axe        |Battle Axe        | Battle Axe        |
Battle Axe        |Francisca         |+Tabarzin          |
Battle Axe        |Tabarzin          | Francisca         |
Battle Axe        |Chamkaq           | Tabarzin          |
Battle Axe        |Tabar             | Battle Axe        |
Battle Axe        |Bullova           | Francisca         |
Battle Axe        |Crescent          | Tabarzin          |
Francisca         |Francisca         | Francisca         |
Francisca         |Tabarzin          |+Chamkaq           |
Francisca         |Chamkaq           |-Hand Axe          |
Francisca         |Tabar             | Chamkaq           |
Francisca         |Bullova           |-Battle Axe        |
Francisca         |Crescent          | Francisca         |
Tabarzin          |Tabarzin          | Tabarzin          |
Tabarzin          |Chamkaq           |+Tabar             |
Tabarzin          |Tabar             | Tabarzin          |
Tabarzin          |Bullova           | Tabar             |
Tabarzin          |Crescent          |-Battle Axe        |
Chamkaq           |Chamkaq           | Chamkaq           |
Chamkaq           |Tabar             | Tabar             |
Chamkaq           |Bullova           | Chamkaq           |
Chamkaq           |Crescent          |-Hand Axe          |
Tabar             |Tabar             |+Bullova           |
Tabar             |Bullova           |-Hand Axe          |
Tabar             |Crescent          | Tabar             |
Bullova           |Bullova           |+Crescent          |
Bullova           |Crescent          |-Hand Axe          |
Crescent          |Crescent          | Crescent          |

--Axe + Mace
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Goblin Club       | Goblin Club       |
Hand Axe          |Spiked Club       | Goblin Club       |
Hand Axe          |Ball Mace         | Spiked Club       |
Hand Axe          |Footman's Mace 1H | Ball Mace         |
Hand Axe          |Morning Star      | Footman's Mace 1H |
Hand Axe          |War Hammer        | Morning Star      |
Hand Axe          |Bec de Corbin     | War Hammer        |
Hand Axe          |War Maul          | Bec de Corbin     |
Battle Axe        |Goblin Club       | Hand Axe          |
Battle Axe        |Spiked Club       | Spiked Club       |
Battle Axe        |Ball Mace         | Langdebeve        |
Battle Axe        |Footman's Mace 1H | Spiked Club       |
Battle Axe        |Morning Star      | Ball Mace         |
Battle Axe        |War Hammer        | Footman's Mace 1H |
Battle Axe        |Bec de Corbin     | Morning Star      |
Battle Axe        |War Maul          | War Hammer        |
Francisca         |Goblin Club       | Hand Axe          |
Francisca         |Spiked Club       | Battle Axe        |
Francisca         |Ball Mace         | Guisarme          |
Francisca         |Footman's Mace 1H | Sabre Mace        |
Francisca         |Morning Star      | Ball Mace         |
Francisca         |War Hammer        | Ball Mace         |
Francisca         |Bec de Corbin     | Footman's Mace 1H |
Francisca         |War Maul          | Morning Star      |
Tabarzin          |Goblin Club       | Battle Axe        |
Tabarzin          |Spiked Club       | Battle Axe        |
Tabarzin          |Ball Mace         | Wizard Staff      |
Tabarzin          |Footman's Mace 1H | Large Crescent    |
Tabarzin          |Morning Star      | Footman's Mace 2H |
Tabarzin          |War Hammer        | Footman's Mace 1H |
Tabarzin          |Bec de Corbin     | Footman's Mace 1H |
Tabarzin          |War Maul          | Footman's Mace 1H |
Chamkaq           |Goblin Club       | Francisca         |
Chamkaq           |Spiked Club       | Battle Axe        |
Chamkaq           |Ball Mace         | Francisca         |
Chamkaq           |Footman's Mace 1H | Clergy Rod        |
Chamkaq           |Morning Star      | Sabre Halberd     |
Chamkaq           |War Hammer        | Gloomwing         |
Chamkaq           |Bec de Corbin     | Morning Star      |
Chamkaq           |War Maul          | Morning Star      |
Tabar             |Goblin Club       | Tabarzin          |
Tabar             |Spiked Club       | Francisca         |
Tabar             |Ball Mace         | Francisca         |
Tabar             |Footman's Mace 1H | Tabarzin          |
Tabar             |Morning Star      | Summoner Baton    |
Tabar             |War Hammer        | Balbriggan        |
Tabar             |Bec de Corbin     | Mjolnir           |
Tabar             |War Maul          | War Hammer        |
Bullova           |Goblin Club       | Chamkaq           |
Bullova           |Spiked Club       | Tabarzin          |
Bullova           |Ball Mace         | Francisca         |
Bullova           |Footman's Mace 1H | Tabarzin          |
Bullova           |Morning Star      | Chamkaq           |
Bullova           |War Hammer        | Shamanic Staff    |
Bullova           |Bec de Corbin     | Double Blade      |
Bullova           |War Maul          | Griever           |
Crescent          |Goblin Club       | Tabar             |
Crescent          |Spiked Club       | Chamkaq           |
Crescent          |Ball Mace         | Tabarzin          |
Crescent          |Footman's Mace 1H | Tabarzin          |
Crescent          |Morning Star      | Chamkaq           |
Crescent          |War Hammer        | Tabar             |
Crescent          |Bec de Corbin     | Bishop's Crosier  |
Crescent          |War Maul          | Halberd           |

--Axe + Great Axe
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Guisarme          | Spear             |
Hand Axe          |Large Crescent    | Guisarme          |
Hand Axe          |Sabre Halberd     | Large Crescent    |
Hand Axe          |Balbriggan        | Sabre Halberd     |
Hand Axe          |Double Blade      | Balbriggan        |
Hand Axe          |Halberd           | Double Blade      |
Battle Axe        |Guisarme          | Wizard Staff      |
Battle Axe        |Large Crescent    | Glaive            |
Battle Axe        |Sabre Halberd     | Large Crescent    |
Battle Axe        |Balbriggan        | Sabre Halberd     |
Battle Axe        |Double Blade      | Balbriggan        |
Battle Axe        |Halberd           | Double Blade      |
Francisca         |Guisarme          | Langdebeve        |
Francisca         |Large Crescent    | Clergy Rod        |
Francisca         |Sabre Halberd     | Scorpion          |
Francisca         |Balbriggan        | Sabre Halberd     |
Francisca         |Double Blade      | Sabre Halberd     |
Francisca         |Halberd           | Balbriggan        |
Tabarzin          |Guisarme          | Battle Axe        |
Tabarzin          |Large Crescent    | Sabre Mace        |
Tabarzin          |Sabre Halberd     | Summoner Baton    |
Tabarzin          |Balbriggan        | Corcesca          |
Tabarzin          |Double Blade      | Balbriggan        |
Tabarzin          |Halberd           | Balbriggan        |
Chamkaq           |Guisarme          | Francisca         |
Chamkaq           |Large Crescent    | Battle Axe        |
Chamkaq           |Sabre Halberd     | Footman's Mace 2H |
Chamkaq           |Balbriggan        | Shamanic Staff    |
Chamkaq           |Double Blade      | Trident           |
Chamkaq           |Halberd           | Double Blade      |
Tabar             |Guisarme          | Tabarzin          |
Tabar             |Large Crescent    | Francisca         |
Tabar             |Sabre Halberd     | Francisca         |
Tabar             |Balbriggan        | Gloomwing         |
Tabar             |Double Blade      | Bishop's Crosier  |
Tabar             |Halberd           | Awl Pike          |
Bullova           |Guisarme          | Chamkaq           |
Bullova           |Large Crescent    | Tabarzin          |
Bullova           |Sabre Halberd     | Francisca         |
Bullova           |Balbriggan        | Tabarzin          |
Bullova           |Double Blade      | Mjolnir           |
Bullova           |Halberd           | Sage's Cane       |
Crescent          |Guisarme          | Tabar             |
Crescent          |Large Crescent    | Chamkaq           |
Crescent          |Sabre Halberd     | Tabarzin          |
Crescent          |Balbriggan        | Tabarzin          |
Crescent          |Double Blade      | Chamkaq           |
Crescent          |Halberd           | Griever           |

--Axe + Staff
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Wizard Staff      | Gastraph Bow      |
Hand Axe          |Clergy Rod        | Wizard Staff      |
Hand Axe          |Summoner Baton    | Clergy Rod        |
Hand Axe          |Shamanic Staff    | Summoner Baton    |
Hand Axe          |Bishop's Crosier  | Shamanic Staff    |
Hand Axe          |Sage's Cane       | Bishop's Crosier  |
Battle Axe        |Wizard Staff      | Langdebeve        |
Battle Axe        |Clergy Rod        | Light Crossbow    |
Battle Axe        |Summoner Baton    | Clergy Rod        |
Battle Axe        |Shamanic Staff    | Summoner Baton    |
Battle Axe        |Bishop's Crosier  | Shamanic Staff    |
Battle Axe        |Sage's Cane       | Bishop's Crosier  |
Francisca         |Wizard Staff      | Spear             |
Francisca         |Clergy Rod        | Sabre Mace        |
Francisca         |Summoner Baton    | Target Bow        |
Francisca         |Shamanic Staff    | Summoner Baton    |
Francisca         |Bishop's Crosier  | Summoner Baton    |
Francisca         |Sage's Cane       | Shamanic Staff    |
Tabarzin          |Wizard Staff      | Battle Axe        |
Tabarzin          |Clergy Rod        | Glaive            |
Tabarzin          |Summoner Baton    | Footman's Mace 2H |
Tabarzin          |Shamanic Staff    | Windlass          |
Tabarzin          |Bishop's Crosier  | Shamanic Staff    |
Tabarzin          |Sage's Cane       | Shamanic Staff    |
Chamkaq           |Wizard Staff      | Francisca         |
Chamkaq           |Clergy Rod        | Battle Axe        |
Chamkaq           |Summoner Baton    | Scorpion          |
Chamkaq           |Shamanic Staff    | Gloomwing         |
Chamkaq           |Bishop's Crosier  | Cranequin         |
Chamkaq           |Sage's Cane       | Bishop's Crosier  |
Tabar             |Wizard Staff      | Tabarzin          |
Tabar             |Clergy Rod        | Francisca         |
Tabar             |Summoner Baton    | Battle Axe        |
Tabar             |Shamanic Staff    | Corcesca          |
Tabar             |Bishop's Crosier  | Mjolnir           |
Tabar             |Sage's Cane       | Lug Crossbow      |
Bullova           |Wizard Staff      | Chamkaq           |
Bullova           |Clergy Rod        | Tabarzin          |
Bullova           |Summoner Baton    | Francisca         |
Bullova           |Shamanic Staff    | Tabarzin          |
Bullova           |Bishop's Crosier  | Trident           |
Bullova           |Sage's Cane       | Griever           |
Crescent          |Wizard Staff      | Tabar             |
Crescent          |Clergy Rod        | Chamkaq           |
Crescent          |Summoner Baton    | Tabarzin          |
Crescent          |Shamanic Staff    | Tabarzin          |
Crescent          |Bishop's Crosier  | Chamkaq           |
Crescent          |Sage's Cane       | Awl Pike          |

--Axe + Heavy Mace
